firstName,lastName,prefix,suffix,alternateSpellings,sourceNames,roles
Jennie,Thomas,,,,Jennie Thomas,deed
Joan,Thomas,,,,Joan Thomas,deed
John,Thomas,,,,John Thomas,deed|neighbor
Jonathan,Thomas,,,,Jonathan Thomas,deed
Joseph,Thomas,,,,Joseph Thomas,deed
Lewis,Thomas,,,,Lewis Thomas,deed
Margaret,Thomas,,,,Margaret Thomas,deed
Margetta,Thomas,,,,Margetta Thomas,deed
Mary,Thomas,,,,Mary Thomas,deed|neighbor
Morgan,Thomas,,,,Morgan Thomas,deed
Nathan,Thomas,,,,Nathan Thomas,neighbor
Richard,Thomas,,,,Richard Thomas,deed|patent
Samaria,Thomas,,,,Samaria Thomas,deed
Susanna,Thomas,,,,Susanna Thomas,deed
Widow,Thomas,,,,Widow Thomas,neighbor
William,Thomas,,,,William Thomas,deed|neighbor
George,Thompson,,,,George Thompson,deed
Jonah,Thompson,,,,Jonah Thompson,deed
Phebe,Thompson,,,,Phebe Thompson,deed
Robert,Thompson,,,,Robert Thompson,deed
Charles,Thomson,,,,Charles Thomson,deed
Joseph,Thornton,,,,Joseph Thornton,deed
Fanny,Thrift,,,,Fanny Thrift,deed
Orlando,Thrift,,,,Orlando Thrift,deed
Amelia,Thropp,,,,Amelia Thropp,deed
Ann,Thropp,,,,Ann Thropp,deed
Caroline,Thropp,,,,Caroline Thropp,deed
Charles,Thropp,,,,Charles Thropp,deed
Eldon,Thropp,,,,Eldon Thropp,deed
Isaiah,Thropp,,,,Isaiah Thropp,deed
Joseph,Thropp,,,,Joseph Thropp,deed
Joseph E.,Thropp,,,,Joseph E. Thropp,deed
Alexander,Todd,,,,Alexander Todd,deed
David,Todd,,,,David Todd,deed|neighbor
John,Todd,,,,John Todd,deed
Margaret,Todd,,,,Margaret Todd,deed
Martha,Todd,,,,Martha Todd,deed
Mary,Todd,,,,Mary Todd,deed
Robert,Todd,,,,Robert Todd,deed|neighbor
Roger,Todd,,,,Roger Todd,neighbor
Michael,Towers,,,,Michael Towers,deed
Elizabeth,Townsend,,,,Elizabeth Townsend,deed
Roger,Townsend,,,,Roger Townsend,deed
Maria,Tracy,,,,Maria Tracy,deed
Samuel,Tracy,,,,Samuel Tracy,deed
Albert,Trainer,,,,Albert Trainer,deed
Bartholomew,Trainer,,,,Bartholomew Trainer,deed
James,Trego,,,,James Trego,deed|neighbor|patent
Hugh,Tress,,,,Hugh Tress,deed
Thomas,Tress,,,,Thomas Tress,deed
Mary,Truman,,,,Mary Truman,deed
Andrew,Turk,,,,Andrew Turk,deed|neighbor
Jacob,Turk,,,,Jacob Turk,neighbor
Margaret,Turk,,,,Margaret Turk,deed
Joseph,Turner,,,,Joseph Turner,deed
Peter,Turner,,,,Peter Turner,deed
Robert,Turner,,,,Robert Turner,deed
Jones,Tustin,,,,Jones Tustin,deed
Edward,Twaddell,,,,Edward Twaddell,deed
Susan,Twaddell,,,,Susan Twaddell,deed
Annie,Tyrell,,,,Annie Tyrell,deed
William,Tyrell,,,,William Tyrell,deed
Barbara,Tyson,,,,Barbara Tyson,deed
Catherine,Tyson,,,Catharine Tyson,Catharine Tyson|Catherine Tyson,deed
Cornelius,Tyson,,,,Cornelius Tyson,deed
Mathias,Tyson,,,,Mathias Tyson,deed
Matthias,Tyson,,,,Matthias Tyson,deed
Eleanor,Ulman,,,,Eleanor Ulman,deed
Lewis,Ulman,,,,Lewis Ulman,deed
John,Umpleby,,,,John Umpleby,deed
William,Umpleby,,,,William Umpleby,deed|neighbor
Ann,Umstad,,,,Ann Umstad,deed
John,Umstad,,,,John Umstad,deed|neighbor
John,Umstead,,,,John Umstead,neighbor
Isabel,Umsted,,,Isabella Umsted,Isabella Umsted,deed
John,Umsted,,,,John Umsted,deed
David,Upperman,,,,David Upperman,deed
John,Upperman,,,,John Upperman,deed|neighbor
Joseph,Upperman,,,,Joseph Upperman,deed
Susanna,Upperman,,,Susannah Upperman,Susannah Upperman,deed
Joseph,Valentine,,,,Joseph Valentine,deed
A. Murray,Vanderslice,,,,A. Murray Vanderslice,deed
Abigail,Vanderslice,,,,Abigail Vanderslice,deed
Addison,Vanderslice,,,,Addison Vanderslice,deed
Benjamin,Vanderslice,,,,Benjamin Vanderslice,deed
Deborah,Vanderslice,,,,Deborah Vanderslice,deed
Elizabeth,Vanderslice,,,,Elizabeth Vanderslice,deed
Fannie,Vanderslice,,,,Fannie Vanderslice,deed
Jacob,Vanderslice,,,,Jacob Vanderslice,deed|neighbor
John,Vanderslice,,,,John Vanderslice,deed|neighbor
Lydia,Vanderslice,,,,Lydia Vanderslice,deed
Marcus,Vanderslice,,,,Marcus Vanderslice,deed
Margarett,Vanderslice,,,,Margarett Vanderslice,deed
Mary,Vanderslice,,,,Mary Vanderslice,deed|neighbor
Mira,Vanderslice,,,,Mira Vanderslice,deed
Sarah,Vanderslice,,,,Sarah Vanderslice,deed
Thomas,Vanderslice,,,,Thomas Vanderslice,deed
John,Vanderwald,,,,John Vanderwald,neighbor
Bernard,Vanhorn,,,,Bernard Vanhorn,deed
Jane,Vanhorn,,,,Jane Vanhorn,deed
Catherine,Varley,,,Catharine Varley,Catharine Varley|Catherine Varley,deed|neighbor
Jacob,Varley,,,,Jacob Varley,deed|neighbor
John,Varley,,,,John Varley,deed|neighbor|quit rent
Magdalena,Varley,,,,Magdalena Varley,deed
Mary,Varley,,,,Mary Varley,deed|neighbor
Philip,Varley,,,,Philip Varley,deed|neighbor
William,Vaux,,,,William Vaux,deed
Mathias,Vincent,,,,Mathias Vincent,deed
Jacob,Vogdees,,,,Jacob Vogdees,deed
Mary,Vogdees,,,,Mary Vogdees,deed
Jacob,Vogdes,,,,Jacob Vogdes,deed|neighbor
Mary,Vogdes,,,,Mary Vogdes,deed
John,Vonderweid,,,,John Vonderweid,deed
Horatio,Wade,,,,Horatio Wade,deed
Christian,Waggoner,,,,Christian Waggoner,deed
Jacob,Waggoner,,,,Jacob Waggoner,deed
Philip,Waggoner,,,,Philip Waggoner,neighbor
Sebastian,Waggoner,,,,Sebastian Waggoner,deed|neighbor
Alice,Wagner,,,,Alice Wagner,deed
Bastian,Wagner,,,,Bastian Wagner,deed
George,Wagner,,,,George Wagner,deed
Jacob,Wagner,,,,Jacob Wagner,deed
Rebeckah,Wagner,,,,Rebeckah Wagner,deed
Sebastian,Wagner,,,,Sebastian Wagner,deed
John,Wagoner,,,,John Wagoner,neighbor
Joseph,Wagoner,,,,Joseph Wagoner,deed
Daniel,Walker,,,,Daniel Walker,deed|neighbor
Emma,Walker,,,,Emma Walker,deed
Enoch,Walker,,,,Enoch Walker,deed|neighbor
Isabel,Walker,,,Isabella Walker,Isabella Walker,deed
Margaret,Walker,,,,Margaret Walker,deed
Phebe,Walker,,,,Phebe Walker,deed
Richard,Walker,,,,Richard Walker,deed
Sarah,Walker,,,,Sarah Walker,deed
Thomas,Walker,,,,Thomas Walker,deed
Henry,Walkinhood,,,,Henry Walkinhood,deed
Margaret,Walkinhood,,,,Margaret Walkinhood,deed
Jacob,Wallace,,,,Jacob Wallace,neighbor
James,Wallace,,,,James Wallace,deed
Daniel,Walleigh,,,,Daniel Walleigh,deed
Sarah,Walleigh,,,,Sarah Walleigh,deed
Samuel,Walley,,,,Samuel Walley,deed
Robert,Waln,,,,Robert Waln,deed
Mary,Walters,,,,Mary Walters,deed
Thomas,Wamsley,,,,Thomas Wamsley,deed
Mary,Ward,,,,Mary Ward,deed
Patrick,Ward,,,,Patrick Ward,deed
Dorothy,Warner,,,,Dorothy Warner,deed
Eliza,Warnock,,,,Eliza Warnock,deed
William,Warnock,,,,William Warnock,deed
Charles,Warren,,,,Charles Warren,deed
George,Warren,,,,George Warren,deed
Mary,Warren,,,,Mary Warren,deed
John,Watson,,,,John Watson,deed
Margaret,Watson,,,,Margaret Watson,deed
Isaac,Wayne,,,,Isaac Wayne,deed|neighbor
Rebecca,Wayne,,,,Rebecca Wayne,deed
Ruth Ann,Wayne,,,,Ruth Ann Wayne,deed
William,Wayne,,,,William Wayne,deed
Joshua,Weaver,,,,Joshua Weaver,deed
Elizabeth,Weed,,,,Elizabeth Weed,deed
George,Weed,,,,George Weed|George Weed 1,deed
James,Weedon,,,,James Weedon,deed
William,Weightman,,,,William Weightman,deed
Elizabeth,Weisner,,,,Elizabeth Weisner,deed
John,Welch,,,,John Welch,deed
Anna,Wells,,,,Anna Wells,deed
Catherine,Wells,,,Catharine Wells,Catharine Wells,deed
Elizabeth,Wells,,,,Elizabeth Wells,deed
Encoh,Wells,,,,Encoh Wells,deed
Enoch,Wells,,,,Enoch Wells,deed|neighbor
Jesse,Wells,,,,Jesse Wells,deed
John,Wells,,,,John Wells,deed|neighbor
John K.,Wells,,,,John K. Wells,deed
Jonathan,Wells,,,,Jonathan Wells,deed|neighbor
Lewis,Wells,,,,Lewis Wells,deed
Lydia,Wells,,,,Lydia Wells,deed
Margaret,Wells,,,,Margaret Wells,deed
Mary,Wells,,,,Mary Wells,deed
Peter,Wells,,,,Peter Wells,deed
Sarah,Wells,,,,Sarah Wells,deed
William,Wells,,,,William Wells,deed
John,Welsh,,,,John Welsh,deed
Josephine,Welsh,,,,Josephine Welsh,deed
Samuel,Welsh,,,,Samuel Welsh,deed
Elizabeth,Wentz,,,,Elizabeth Wentz,deed
Isabel,Wentz,,,Isabella Wentz,Isabella Wentz,deed
Thomas,Wentz,,,,Thomas Wentz,deed
Elizabeth,Wernwag,,,,Elizabeth Wernwag,deed
Lewis,Wernwag,,,,Lewis Wernwag,deed
Barbara,Wersler,,,,Barbara Wersler,deed
Catherine,Wersler,,,Catharine Wersler,Catharine Wersler,deed
Elijah,Wersler,,,,Elijah Wersler,deed
Elizabeth,Wersler,,,,Elizabeth Wersler,deed
George,Wersler,,,,George Wersler,deed|neighbor
Henry,Wersler,,,,Henry Wersler,deed
Jacob,Wersler,,,,Jacob Wersler,deed|neighbor
John,Wersler,,,,John Wersler,deed|neighbor
John G.,Wersler,,,,John G. Wersler,deed
Margaret,Wersler,,,,Margaret Wersler,deed
Maria,Wersler,,,,Maria Wersler,deed
Milton,Wersler,,,,Milton Wersler,deed
William,Wersler,,,,William Wersler,deed
Daniel,West,,,,Daniel West,neighbor
David,West,,,,David West,deed
Elizabeth,West,,,,Elizabeth West,deed
Casper,Westler,,,,Casper Westler,deed
Catherine,Westler,,,Catharine Westler,Catharine Westler,deed
Caroline,Wetherill,,,,Caroline Wetherill,deed
Edward,Wetherill,,,,Edward Wetherill,deed
John,Wetherill,,,,John Wetherill,deed
Mary,Wetherill,,,,Mary Wetherill,deed
Arthur,Wheatley,,,,Arthur Wheatley,deed
Charles,Wheatley,,,,Charles Wheatley,deed
Jane,Wheatley,,,,Jane Wheatley,deed
Martha,Wheatley,,,,Martha Wheatley,deed
Abraham,Whisler,,,,Abraham Whisler,deed|neighbor
Andrew,Whisler,,,,Andrew Whisler,deed
Christian,Whisler,,,,Christian Whisler,neighbor
Francis,Whisler,,,,Francis Whisler,deed
Henry,Whisler,,,,Henry Whisler,deed
Jacob,Whisler,,,,Jacob Whisler,deed
John,Whisler,,,,John Whisler,neighbor
John Wolf,Whisler,,,,John Wolf Whisler,deed
Joseph,Whisler,,,,Joseph Whisler,deed
Joshua,Whisler,,,,Joshua Whisler,deed
Magdalen,Whisler,,,,Magdalen Whisler,deed
Mary,Whisler,,,,Mary Whisler,deed
David,Whitaker,,,,David Whitaker,deed
Grace,Whitaker,,,,Grace Whitaker,deed
James,Whitaker,,,,James Whitaker,deed
Joseph,Whitaker,,,,Joseph Whitaker,deed
Samuel,Whitaker,,,,Samuel Whitaker,deed
Sarah,Whitaker,,,,Sarah Whitaker,deed
William,Whitby,,,,William Whitby,deed
James,White,,,,James White,deed|neighbor
Robert,White,,,,Robert White,deed
Davis,Whitting,,,,Davis Whitting,deed
Christina,Widdess,,,,Christina Widdess,deed
Thomas,Widdess,,,,Thomas Widdess,deed
Joseph,Wilcox,,,,Joseph Wilcox,deed|neighbor
John,Wilkinson,,,,John Wilkinson,deed
Abraham,Williams,,,,Abraham Williams,deed
B. F.,Williams,,,,B. F. Williams,deed
Daniel,Williams,,,,Daniel Williams,deed
David,Williams,,,,David Williams,deed|neighbor
David B.,Williams,,,,David B. Williams,deed
Davis,Williams,,,,Davis Williams,deed
James,Williams,,,,James Williams,deed|patent|quit rent
Johanthan,Williams,,,,Johanthan Williams,deed
John,Williams,,,,John Williams,deed|neighbor
Joseph,Williams,,,,Joseph Williams,deed
Letitia,Williams,,,,Letitia Williams,deed|neighbor|patent
Lewis,Williams,,,,Lewis Williams,deed|neighbor
Margaret,Williams,,,,Margaret Williams,deed
Mary,Williams,,,,Mary Williams,deed
Rachel,Williams,,,,Rachel Williams,deed
Rebecca,Williams,,,,Rebecca Williams,deed
Samuel,Williams,,,,Samuel Williams,deed
Sarah,Williams,,,,Sarah Williams,deed
Thomas,Williams,,,,Thomas Williams,deed
W. S.,Williams,,,,W. S. Williams,deed
Walker,Williams,,,,Walker Williams,deed
William K.,Williams,,,,William K. Williams,deed
Mary,Williamson,,,,Mary Williamson,deed
Thomas,Williamson,,,,Thomas Williamson,deed
William,Williamson,,,,William Williamson,deed
Alexander,Wilson,,,,Alexander Wilson,deed
Andrew,Wilson,,,,Andrew Wilson,deed
Annie H.,Wilson,,,,Annie H. Wilson,deed
David,Wilson,,,,David Wilson,deed
Isaac,Wilson,,,,Isaac Wilson,deed
James,Wilson,,,,James Wilson,deed
John,Wilson,,,,John Wilson,deed
Lawrence,Wilson,,,,Lawrence Wilson,deed|neighbor
Phebe,Wilson,,,,Phebe Wilson,deed
Rachel,Wilson,,,,Rachel Wilson,deed
Sarah,Wilson,,,,Sarah Wilson,deed
John,Wirtz,,,,John Wirtz,deed
Mary,Wirtz,,,,Mary Wirtz,deed
Ephraim,Wismer,,,,Ephraim Wismer,deed
Henry,Wismer,,,,Henry Wismer,deed
Jacob,Wismer,,,,Jacob Wismer,deed
John,Wismer,,,,John Wismer,deed
Margaret,Wismer,,,,Margaret Wismer,deed
Joseph,Witham,,,,Joseph Witham,deed
Deborah,Wood,,,,Deborah Wood,deed
James,Wood,,,,James Wood,deed|neighbor
Abishai,Woodman,,,,Abishai Woodman,deed
Henry,Woodman,,,,Henry Woodman,deed
William,Woolerton,,,,William Woolerton,deed
Ann,Workizer,,,,Ann Workizer,deed
John,Workizer,,,,John Workizer,deed
Sarah,Workizer,,,,Sarah Workizer,deed
Caroline,Worthington,,,,Caroline Worthington,deed
Lewis,Worthington,,,,Lewis Worthington,deed
Philip,Wrapp,,,,Philip Wrapp,neighbor
Anna,Wright,,,,Anna Wright,deed
George,Wright,,,,George Wright,deed
Joseph,Wright,,,,Joseph Wright,deed
Marietta,Wright,,,,Marietta Wright,deed
John,Wurtz,,,,John Wurtz,neighbor
William,Yardley,,,,William Yardley,deed
Jane,Yarnall,,,,Jane Yarnall,deed
John,Yarnall,,,,John Yarnall,deed|neighbor
Mahalaleel,Yarnall,,,,Mahalaleel Yarnall,deed
John,Yeager,,,,John Yeager,deed
John,Yellis,,,,John Yellis,deed|neighbor
Frederick,Yost,,,,Frederick Yost,deed|neighbor
Mary,Yost,,,,Mary Yost,deed
Ann,Young,,,,Ann Young,deed
Anna,Young,,,,Anna Young,deed
David,Young,,,,David Young,deed
George,Young,,,,George Young,deed
Oliver,Young,,,,Oliver Young,deed
Peter,Young,,,,Peter Young,deed|neighbor
Phebe,Young,,,,Phebe Young,deed
Sophia,Young,,,,Sophia Young,deed
John,Youngblood,,,,John Youngblood,deed|neighbor
Magdelena,Youngblood,,,,Magdelena Youngblood,deed
Esther,Zimmerman,,,,Esther Zimmerman,deed
Isaac,Zimmerman,,,,Isaac Zimmerman,deed
Jacob,Zimmerman,,,,Jacob Zimmerman,deed
Joshua,Zimmerman,,,,Joshua Zimmerman,deed
William,Zimmerman,,,,William Zimmerman,deed
Abraham,Zook,,,,Abraham Zook,deed
Barbara,Zook,,,,Barbara Zook,deed
David,Zook,,,,David Zook,deed
Elizabeth,Zook,,,,Elizabeth Zook,deed
Henry,Zook,,,,Henry Zook,deed
John,Zook,,,,John Zook,deed
Mary,Zook,,,,Mary Zook,deed
Robert,Zook,,,,Robert Zook,deed
